subject,block,block_width,feature_channel,gate_mean,gate_sd
1,5,128,118,0.5769497752189636,0.15347988903522491
1,5,128,119,0.38753795623779297,0.022551467642188072
1,5,128,120,0.6214446425437927,0.07795625180006027
1,5,128,121,0.4543282687664032,0.05588175728917122
1,5,128,122,0.40974873304367065,0.07202685624361038
1,5,128,123,0.48074886202812195,0.0582147017121315
1,5,128,124,0.6242525577545166,0.1278950721025467
1,5,128,125,0.600242555141449,0.05135611072182655
1,5,128,126,0.5107685327529907,0.06915687769651413
1,5,128,127,0.7005677223205566,0.095787912607193
